source,isbn,title,authors,trust,confidence
mildredsbooks,0201853922,the art of computer programming volume 1 fascicle 1 mmix a risc computer for the new millennium art of computer programming,donald e knuth,0.9721144026147676,0.9936896388779728
limelight bookshop,0201853922,the art of computer programming volume 1 fascicle 1 mmix a risc computer for the new millennium,knuth donald e,0.8900841152974155,0.996064107985198
revaluation books,0201853922,the art of computer programming volume 1 fascicle 1 mmix a risc computer for the new millennium art of computer programming,donald e knuth,0.9237457492069083,0.9936896388779728
best bargain books,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations art of computer programming,donald e knuth,0.962004199724584,0.9990642289033868
indoo.com,0201853930,art of computer programming volume 4 fascicle 2 the generating all tuples and permutations,knuth donald e,0.8993434329018792,0.9998710265638301
textbookxdotcom,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations,knuth donald,0.8293554590601047,0.9963261559374935
a1books,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations,knuth donald e,0.9107805611839029,0.9998710265638301
quartermelon,0201853930,art of computer programming combinatorial algorithms generating all tuples and permutations,knuth donald e,0.9282979715073033,0.9998710265638301
browns books,0201853930,the the,knuth donald e,0.9373390621133753,0.9998710265638301
swoop,0201853930,art of computer programming,knuth donald e,0.9622531127170885,0.9998710265638301
caiman,0201853930,art of computer programming v4,knuth donald ervin,0.8996170885289858,0.9963493995562672
paperbackworld.de,0201853930,the art of computer programming vol 4 fascicle 2,donald ervin knuth,0.9267988211560819,0.9821296798242055
thebookcom,0201853930,the art of computer programming combinatorial algorithms generating all tuples and permutations v 4 pt 2,knuth donald e,0.9386629220301413,0.9998710265638301
thesaintbookstore,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations art of computer programming,knuth donald e,0.976798343928297,0.9998710265638301
movies with a smile,0201853930,the art of computer programming fascicle 2 generating all tuples and permutations,knuth donald ervin,0.9487572044461003,0.9963493995562672
mellon's books,0201853930,art of computer programming,knuth donald e,0.9485798521716226,0.9998710265638301
versandantiquariat robert a. mueller,0201853930,the art of computer programming vol 4 fascicle 2 generating all tuples and permutations,knuth donald ervin,0.9570752949543444,0.9963493995562672
morgenstundt buch & kunst,0201853930,art of computer programming the generating all tuples and permutations,knuth donald e,0.9670759361031848,0.9998710265638301
aha-buch,0201853930,generating all tuples and permutations,donald e knuth,0.9528824512486692,0.9990642289033868
marando.de versandbuchhandlung,0201853930,generating all tuples and permutations,donald e knuth,0.9753370502912162,0.9990642289033868
alphacraze.com,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations art of computer programming,knuth donald e,0.9831052612305028,0.9998710265638301
odeon books,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations art of computer programming,donald e knuth,0.9671364973538183,0.9990642289033868
books down under,0201853930,art of computer programming volume 4 fascicle 2 the generating all tuples and permutations,donald e knuth john fuller,0.921980660671882,0.9521294103380264
books down under,0201853930,the art of computer programming fascicle 2 generating all tuples and permutations,knuth donald e,0.921980660671882,0.9998710265638301
blackwell online,0201853930,the art of computer programming,donald e knuth,0.9459104696460843,0.9990642289033868
quartermelon,0201853930,the art of computer programming fascicle 2 generating all tuples and permutations,knuth donald ervin,0.9282979715073033,0.9963493995562672
players quest,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations art of computer programming,donald e knuth,0.9606144401825902,0.9990642289033868
the book depository,0201853930,art of computer programming v 4 pt 2,donald e knuth,0.871763517676337,0.9990642289033868
stratford books,0201853930,art of computer programming combinatorial algorithms generating all tuples and permutations,knuth donald e,0.9388133668244624,0.9998710265638301
free u.s. air shipping @ thebookcompany,0201853930,the art of computer programming combinatorial algorithms generating all tuples and permutations v 4 pt 2,knuth donald e,0.9517191609826555,0.9998710265638301
revaluation books,0201853930,art of computer programming volume 4 fascicle 2 thegenerating all tuples and permutations,knuth donald e,0.9237457492069083,0.9998710265638301
revaluation books,0201853930,the art of computer programming fascicle 2 generating all tuples and permutations,knuth donald e,0.9237457492069083,0.9998710265638301
revaluation books,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations,donald e knuth,0.9237457492069083,0.9990642289033868
papamedia.com,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations art of computer programming,donald e knuth,0.8733613942170575,0.9990642289033868
stratford books,0201853930,the art of computer programming fascicle 2 generating all tuples and permutations,knuth donald ervin,0.9388133668244624,0.9963493995562672
bobs books,0201853930,art of computer programming volume 4 fascicle 2 the generating all tuples and permutations,donald e knuth john fuller,0.9211670314157427,0.9521294103380264
bobs books,0201853930,the art of computer programming fascicle 2 generating all tuples and permutations,knuth donald e,0.9211670314157427,0.9998710265638301
gunars store,0201853930,art of computer programming fascicle 2 generating all tuples and permutatio,knuth donald,0.8813573351002646,0.9963261559374935
gunter koppon,0201853930,art of computer programming fascicle 2 generating all tuples and permutatio,knuth donald,0.8913932404425284,0.9963261559374935
bobs books,0201853930,art of computer programming combinatorial algorithms,knuth donald e,0.9211670314157427,0.9998710265638301
bobs books,0201853930,art of computer programming v 4 pt 2,donald e knuth,0.9211670314157427,0.9990642289033868
bobs books,0201853930,the art of computer programming fascicle 2 generating all tuples and,knuth donald,0.9211670314157427,0.9963261559374935
mildredsbooks,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations art of computer programming,donald e knuth,0.9721144026147676,0.9990642289033868
limelight bookshop,0201853930,the art of computer programming volume 4 fascicle 2 generating all tuples and permutations,knuth donald e,0.8900841152974155,0.9998710265638301
happybook,0201361213,algorithms in java graph algorithms,sedgewick robert,0.9805213064180616,0.9765820282819485
ben artoge bookstore,0201361213,algorithms in c parts 5graph algorithmsthird editon,robert sedgewick,0.9772669484290841,0.9660651880896871
ben artoge bookstore,0201361213,algorithms in java parts 143c,robert sedgewick,0.9772669484290841,0.9660651880896871
schmidsche buchhandlung fachbuch,0201361213,algorithms in java,sedgewick robert,0.9765820282819485,0.9765820282819485
textbooksnow,0201361213,algorithms in java,sedgewick,0.7504402992037211,0.8115456833091579
caiman,0201361213,algorithms in java part 5 3e,sedgewick robert,0.8996170885289858,0.9765820282819485
indoo.com,0201361213,algorithms in java part 5 graph algorithms,sedgewick robert,0.8993434329018792,0.9765820282819485
odeon books,0201361213,graph algorithms third edition algorithms in java part 5,robert sedgewick michael schidlowsky,0.9671364973538183,0.8204418818684805
powell's  books,0201361213,algorithms in java 3ed part 5 graph algo,sedgewick robert,0.9257430697715145,0.9765820282819485
morgenstundt buch & kunst,0201361213,algorithms in java,sedgewick robert,0.9670759361031848,0.9765820282819485
versandantiquariat robert a. mueller,0201361213,algorithms in java part 5 graph algorithms,sedgewick robert,0.9570752949543444,0.9765820282819485
paperbackworld.de,0201361213,algorithms in java part 5,robert sedgewick,0.9267988211560819,0.9660651880896871
papamedia.com,0201361213,graph algorithms third edition algorithms in java part 5,robert sedgewick michael schidlowsky,0.8733613942170575,0.8204418818684805
revaluation books,0201361213,algorithms in java part 5graph algorithms,sedgewick robert,0.9237457492069083,0.9765820282819485
the book depository,0201361213,algorithms in java pt5,robert sedgewick,0.871763517676337,0.9660651880896871
thesaintbookstore,0201361213,graph algorithms third edition algorithms in java part 5,sedgewick robert schidlowsky michael,0.976798343928297,0.8085600326631263
bobs books,0201361213,algorithms in java pt5,robert sedgewick,0.9211670314157427,0.9660651880896871
revaluation books,0201361213,algorithms in java graph algorithms pt5 algorithms in java,robert sedgewick,0.9237457492069083,0.9660651880896871
ben artoge bookstore,0201775786,algorithms in c parts 14fundamentalsdata structuressortingsearchingthird edition,robert sedgewick,0.9772669484290841,0.8533850512452352
caiman,0201775786,prepakalgorithms in ja3e2cy,sedgewick robert,0.8996170885289858,0.8238518061621289
odeon books,0201775786,bundle of algorithms in java third edition parts 15 fundamentals data structures sorting searching and graph algorithms third edition,robert sedgewick,0.9671364973538183,0.8533850512452352
a1books,0201775786,bundle of algorithms in java third edition parts 15 fundamentals data structures sorting searching and graph algorithms,sedgewick robert,0.9107805611839029,0.8238518061621289
papamedia.com,0201775786,bundle of algorithms in java third edition parts 15 fundamentals data structures sorting searching and graph algorithms third edition,robert sedgewick,0.8733613942170575,0.8533850512452352
paperbackworld.de,0201775786,algorithms in java parts 14 part 5,robert sedgewick,0.9267988211560819,0.8533850512452352
revaluation books,0201775786,algorithms in java fundamentals data structures sorting searching and graph algorithms,sedgewick robert,0.9237457492069083,0.8238518061621289
technischer overseas pvt. ltd.,0201361205,algorithms in java parts 14 3e,sedgewick,0.7558997565380648,0.9502708636336198
readmate,0201361205,algorithms in java third edition parts 14,sedgewick robert schidlowsky michael,0.9869348099414434,0.8793771117746552
the e,0201361205,algorithms in java parts 1 4 fundamentals data structures sorting searching,sedgewick robert,0.9817995946949345,0.9828140707248495
happybook,0201361205,algorithms in java third edition parts 14,robert sedgewick michael schidlowsky,0.9805213064180616,0.8375220251770918
enjoystudy,0201361205,algorithms in java third edition parts 14,sedgewick robert schidlowsky michael,0.9766759766932226,0.8793771117746552
textbooksnow,0201361205,algorithms in java,sedgewick,0.7504402992037211,0.9502708636336198
indoo.com,0201361205,algorithms in java parts 14,sedgewick robert,0.8993434329018792,0.9828140707248495
a1books,0201361205,algorithms in java parts 14,sedgewick robert,0.9107805611839029,0.9828140707248495
textbookxdotcom,0201361205,algorithms in java parts 1 4 fundamentals data structures sorting searching,robert sedgewick,0.8293554590601047,0.9618411547853318
powell's  books,0201361205,algorithms in java 3ed parts 14 fundame,sedgewick robert,0.9257430697715145,0.9828140707248495
htbook,0201361205,algorithms in java parts 14 fundamentals data structures sorting searching,robert sedgewick michael schidlowsky,0.9092381214036427,0.8375220251770918
morgenstundt buch & kunst,0201361205,algorithms in java,sedgewick robert,0.9670759361031848,0.9828140707248495
versandantiquariat robert a. mueller,0201361205,algorithms in java,sedgewick robert,0.9570752949543444,0.9828140707248495
paperbackworld.de,0201361205,algorithms in java,robert sedgewick,0.9267988211560819,0.9618411547853318
caiman,0201361205,algorithms in java 3e,sedgewick robert,0.8996170885289858,0.9828140707248495
bobs books,0201361205,algorithms java parts 14,sedgewick,0.9211670314157427,0.9502708636336198
books down under,0201361205,algorithms java parts 14,sedgewick,0.921980660671882,0.9502708636336198
revaluation books,0201361205,algorithms in java parts 14,sedgewick robert,0.9237457492069083,0.9828140707248495
the book depository,0201361205,algorithms in java pts14,robert sedgewick,0.871763517676337,0.9618411547853318
thesaintbookstore,0201361205,algorithms in java third edition parts 14,sedgewick robert schidlowsky michael,0.976798343928297,0.8793771117746552
bobs books,0201361205,algorithms in java pts14,robert sedgewick,0.9211670314157427,0.9618411547853318
books down under,0201361205,algorithms in java parts 14 3e,john fuller robert sedgewick princeton university,0.921980660671882,0.6603567292770012
bobs books,0201361205,algorithms in java parts 14 3e,john fuller robert sedgewick princeton university,0.9211670314157427,0.6603567292770012
gunter koppon,0201361205,algorithms java parts 14 cp,sedgewick,0.8913932404425284,0.9502708636336198
gunars store,0201361205,algorithms java parts 14 cp,sedgewick,0.8813573351002646,0.9502708636336198
indoo.com,0201756080,algorithms in c parts 15 bundle fundamentals data structures sorting searching and graph algorithms,sedgewick robert,0.8993434329018792,0.9137295282582968
a1books,0201756080,algorithms in c parts 15 bundle fundamentals data structures sorting searching and graph algorithms,sedgewick robert,0.9107805611839029,0.9137295282582968
textbookxdotcom,0201756080,algorithms in c,robert sedgewick,0.8293554590601047,0.9137295282582968
versandantiquariat robert a. mueller,0201756080,bundle of algorithms in c fundermentals data structures sorting searching and graph algorithms,sedgewick robert,0.9570752949543444,0.9137295282582968
marando.de versandbuchhandlung,0201756080,algorithms in c 2 vols engl ed,robert sedgewick,0.9753370502912162,0.9137295282582968
aha-buch,0201756080,algorithms in c 2 vols engl ed,robert sedgewick,0.9528824512486692,0.9137295282582968
caiman,0201756080,algorithms in c parts 15 bun,sedgewick robert,0.8996170885289858,0.9137295282582968
paperbackworld.de,0201756080,bundle of algorithms in c,robert sedgewick,0.9267988211560819,0.9137295282582968
papamedia.com,0201756080,algorithms in c parts 15 bundle fundamentals data structures sorting searching and graph algorithms 3rd edition,robert sedgewick,0.8733613942170575,0.9137295282582968
revaluation books,0201756080,algorithms in c,sedgewick robert,0.9237457492069083,0.9137295282582968
softcoverdeal,020172684X,bundle of algorithms in c parts 14 fundamentals data structures sorting searching and graph algorithms 3rd edition,robert sedgewick,0.9796268759709303,0.9577048536179619
books2anywhere.com,020172684X,algorithms in c,sedgewick robert,0.9588284623552487,0.9882523378575918
caiman,020172684X,algorithms in c parts 15 bu,sedgewick robert,0.8996170885289858,0.9882523378575918
paperbackworld.de,020172684X,algorithms in c,robert sedgewick,0.9267988211560819,0.9577048536179619
a1books,020172684X,bundle of algorithms in c parts 15 fundamentals data structures sorting searching and graph algorithms,sedgewick robert,0.9107805611839029,0.9882523378575918
paperbackshop-us,020172684X,algorithms in c,sedgewick robert,0.9242906149786049,0.9882523378575918
alphacraze.com,020172684X,bundle of algorithms in c parts 15 fundamentals data structures sorting searching and graph algorithms 3rd edition,sedgewick robert,0.9831052612305028,0.9882523378575918
striped ostrich,020172684X,algorithms in c,sedgewick robert,0.9690585216882106,0.9882523378575918
blackwell online,020172684X,algorithms in c,robert sedgewick,0.9459104696460843,0.9577048536179619
textbookxdotcom,020172684X,algorithms in c,robert sedgewick,0.8293554590601047,0.9577048536179619
papamedia.com,020172684X,bundle of algorithms in c parts 15 fundamentals data structures sorting searching and graph algorithms 3rd edition,robert sedgewick,0.8733613942170575,0.9577048536179619
revaluation books,020172684X,bundle of algorithms in c parts 15fundamentals data structures sorting searching and graph algorithms,sedgewick robert,0.9237457492069083,0.9882523378575918
quartermelon,020172684X,bundle of algorithms in c parts 15 fundamentals data structures sorting searching and graph algorithms,sedgewick robert,0.9282979715073033,0.9882523378575918
stratford books,020172684X,bundle of algorithms in c parts 15 fundamentals data structures sorting searching and graph algorithms,sedgewick robert,0.9388133668244624,0.9882523378575918
englishbookservice.com gti gmbh,020172684X,algorithms in c,sedgewick robert,0.9683214339581027,0.9882523378575918
revaluation books,020172684X,algorithms in c,sedgewick robert,0.9237457492069083,0.9882523378575918
deepak sachdeva,0201896842,art of computer programming volume 2 seminumerical algorithms,knuth,0.8091067622317822,0.869417167838263
ecampus.com,0201896842,the art of computer programming seminumerical algorithms,knuth donald ervin knuth donald,0.9361252860914566,0.9969166943990123
powell's  books,0201896842,art of computer prog 3ed volume 2,knuth donald e,0.9257430697715145,0.9998045859727299
flybookstore,0201896842,the art of computer programming seminumerical algorithms,knuth donald ervin knuth donald,0.9695264955945525,0.9969166943990123
bookmantra.com,0201896842,the art of computer programming seminumerical algorithms,knuth donald e,0.8276050620873543,0.9998045859727299
opoe-abe books,0201896842,art of compprogseminumalgorithmsv2,knuth,0.7348790216722247,0.869417167838263
a1books,0201896842,art of computer programming volume 2 seminumerical algorithms,knuth donald e,0.9107805611839029,0.9998045859727299
indoo.com,0201896842,art of computer programming volume 2 seminumerical algorithms,knuth donald e,0.8993434329018792,0.9998045859727299
textbookxdotcom,0201896842,the art of computer programming seminumerical algorithms volume2,donald knuth,0.8293554590601047,0.9899269639411992
caiman,0201896842,art of computer programming vo,knuth donald ervin,0.8996170885289858,0.9943027162135283
movies with a smile,0201896842,art of computer programming volume 2 seminumerical algorithms,knuth donald ervin,0.9487572044461003,0.9943027162135283
browns books,0201896842,the the,knuth donald e,0.9373390621133753,0.9998045859727299
paperbackworld.de,0201896842,the art of computer programming 2 seminumerical algorithms,donald ervin knuth,0.9267988211560819,0.9778184021682131
alphacraze.com,0201896842,art of computer programming volume 2 seminumerical algorithms 3rd edition,knuth donald e,0.9831052612305028,0.9998045859727299
briggs books,0201896842,the art of computer programming seminumerical algorithms volume 2 updated and revised,knuth donald ervin knuth donald,0.9138861232759721,0.9969166943990123
versandantiquariat robert a. mueller,0201896842,the art of computer programming 2 seminumerical algorithms,knuth donald ervin,0.9570752949543444,0.9943027162135283
morgenstundt buch & kunst,0201896842,art of computer programming the,knuth donald e,0.9670759361031848,0.9998045859727299
