source,isbn,title,authors,trust,confidence
indoo.com,0321321286,preventing web attacks with apache,barnett ryan c,0.8993434329018792,0.9998107142167214
a1books,0321193121,cascading style sheets designing for the web,lie hakon wium bos bert,0.9107805611839029,0.9963460689385292
indoo.com,0131498622,spring into php 5,holzner steven,0.8993434329018792,0.9999864339840908
indoo.com,0321146182,j2eetm web services,monsonhaefel richard,0.8993434329018792,0.9998534404769118
ecampus.com,0321194446,microsoft content management server 2002 a complete guide,english bill londer olga bleeker todd shell shawn cawood stephen,0.9361252860914566,0.9956175933598762
a1books,020177061X,open source development with lamp using linux apache mysql perl and php,lee james ware brent,0.9107805611839029,0.8539193025977304
best bargain books,0672323575,aspnet developers jumpstart,paul d sheriff ken getz,0.962004199724584,0.9448066275803708
great buy books,0201734400,aspnet and vbnet web programming,matt j crouch,0.9455201536964254,0.9022950124588829
james sroda - books,0201760436,agile software development ecosystems problems practices and principles,highsmith james a,0.955343584845971,0.955343584845971
ecampus.com,0201740958,essential xml quick reference a programmers reference to xml xpath xslt xml schema soap and more,skonnard aaron gudgin martin,0.9361252860914566,0.9999141398321527
"pacific book exchange, llc",0201729202,flash and xml a developers guide,jacobson dov jacobson jesse,0.9560755363671141,0.9987518583219809
a1books,0672323540,jsptm and xml integrating xml and web services in your jsp application,kochmer casey frandsen erica,0.9107805611839029,0.9147347112345551
best bargain books,0672321319,visual basicr net developers guide to asp net xml and adonet,jeffrey p mcmanus chris kinsman,0.962004199724584,0.9549288136853326
college book service,0201703599,xml family of specifications bkcdrom pb 2002,sall kenneth b,0.9191103241513162,0.9763330547999378
ecampus.com,0201770040,xml and java developing web applications,maruyama hiroshi clark andy uramoto naohiko tamura kent murata makoto,0.9361252860914566,0.7823238059457726
bookfanz,0201776413,xml web services and the data revolution addisonwesley information technology series,coyle frank p,0.9829279592349183,0.9760286571030519
a1books,020171499X,the wiki way collaboration and sharing on the internet,leuf bo cunningham ward,0.9107805611839029,0.9940892374537058
brian t stoval,0201710145,writing cgi applications with perl,meltzer kevin michalski brent,0.9455023212753986,0.9619450864764153
bookbyte / norwest textbooks,0201657643,developing ecommerce sites an integrated approach by sharma,sharma vivek sharma rajiv,0.9280766480694883,0.9768615598598485
bargainbookstores.com,0201709147,essential xml beyond markup the developmentor series,don box aaron skonnard john lam,0.9687988940821591,0.9540990544300879
owlsbooks,0201379619,dynamic html the html developers guide,jeff rule,0.9474755954299439,0.9903847097619966
hippo books,0201634627,how to setup and maintain a web site 2nd edition,lincoln d stein,0.9538535148669384,0.9871917216092408
wonder book,0201924803,internet cryptography,richard e smith,0.9483204566455344,0.9770172740682379
beagle books,0201422190,cgi programming in c and perl,boutell thomas,0.9717705654446077,0.9898327204643157
b2books,0201847604,civilizing cyberspace policy power and the information superhighway,steven miller,0.9379470951825726,0.982232722192151
great buy books,0201489805,online law the spas legal guide to doing business on the internet,thomas j smedinghoff,0.9455201536964254,0.9933907741155373
pay less books malaysia,0201876744,casting the net from arpanet to internet and beyond,salus peter h,0.9834774265017068,0.9889021713846506
college book service,0201489295,online market research costeffective searching of the internet and,lescher john f,0.9191103241513162,0.9847984605920013
"pacific book exchange, llc",0201489163,the students guide to doing research on the internet,campbell dave campbell mary,0.9560755363671141,0.9929656401338631
the bibliofile,020163337X,tcl and the tk toolkit,ousterhout john k,0.9985517467367433,0.9992928994164602
snowlionbooks,1576761355,web developer foundations intro dreamweaver mx,felke,0.9457118259254728,0.9889021713846506
pacesetter books,1576761363,web developer foundations intro frontpage 2002,felke,0.9856995861215049,0.9725840946170592
a1books,0201774224,maximum accessibility making your web site more usable for everyone,slatin john m rush sharron,0.9107805611839029,0.9868180785764648
veda's books n more,0321112555,real web project management case studies and best practices from the trenches,shelford thomas j remillard gregory a,0.9941419194478112,0.9941419194478112
beagle books,0201729938,shaping web usability interaction design in context,badre albert n,0.9717705654446077,0.9861371447204321
beagle books,0201657821,web content management a collaborative approach,nakano russell,0.9717705654446077,0.9923529147093357
"e-book traders, inc.",0201433311,collaborative web development strategies and best practices for web teams,jessica burdman,0.9319737527681893,0.9981634983248996
ecampus.com,0131453491,imperfect xml rants raves tips and tricks from an insider,megginson david,0.9361252860914566,0.9993073857658967
betterworld.com,0201771683,xml language mechanics and applications,dwight peltzer,0.9316930926150601,0.9204532119320328
versandantiquariat robert a. mueller,0321150406,effective xml 50 specific ways to improve your xml,harold elliotte rusty,0.9570752949543444,0.8782480937125244
ecampus.com,0321154991,xforms xml powered web forms,raman t v,0.9361252860914566,0.9977829603744623
textbookxdotcom,0321136179,the xml schema companion,neil bradley,0.8293554590601047,0.9238596906421953
ecampus.com,0321180607,xquery from the experts a guide to the w3c xml query language,katz howard,0.9361252860914566,0.6721521278035387
indoo.com,0321165810,xquery the xml query language,brundage michael,0.8993434329018792,0.9991832177592529
smith family bookstore,0201771861,processing xml with java a guide to sax dom jdom jaxp and trax,harold elliotte rusty,0.9043404155365619,0.999725059637645
a1books,0201844524,xml data management native xml and xmlenabled database systems,chaudhri akmal b rashid awais zicari roberto,0.9107805611839029,0.9701074002885894
best bargain books,0201749602,xml topic maps creating and using topic maps for the web,jack park sam hunting,0.962004199724584,0.8967395723314421
"pacific book exchange, llc",0201709155,modeling xml applications with uml practical ebusiness applications,carlson david,0.9560755363671141,0.982998111114569
indoo.com,0321159837,distributed virtual machines inside the rotor cli,nutt gary,0.8993434329018792,0.7905126580461423
the e,0321267516,operating systems a systematic view,davis william s rajkumar t m,0.9817995946949345,0.992896362835682
the e,032122731X,unix the textbook,sarwar syed mansoor koretsky robert sarwar syed aqeel,0.9817995946949345,0.9965788455491513
collegebooksdirect.com,1576761061,a operating systems for technicians,meadors todd schmidt cheryl ann,0.9358603987009935,0.8165246697278178
the e,0201773449,operating systems,nutt gary j,0.9817995946949345,0.9976890533967631
gunars store,0201773457,linux programming toolsprimer for sft dev,sarwar koretsky,0.8813573351002646,0.659663525489553
opoe-abe books,0201741954,interactive linux tutorialrefwcd,addisonwesley,0.7348790216722247,0.5854950384995075
fireside angler,0201725959,linux the textbook,sarwar syed mansoor koretsky robert sarwar syed aqeel,0.9121142223161048,0.9121142223161048
the e,0201612437,kernel projects for linux,nutt gary j nutt gary,0.9817995946949345,0.9678928567746737
bookbyte / norwest textbooks,0201477084,operating system projects using windows nt by nutt,nutt gary nutt gary,0.9280766480694883,0.8339362925664215
www.textbooksrus.com,0201548879,osp an environment for operating system projects,michael kifer scott a smolka,0.9470306162988542,0.7947105927525533
jacaranda online,0201622076,sad macs bombs and other disasters and what to do about them,ted landau,0.9675414474189782,0.9338788382194321
beagle books,0805375651,a practical guide to the unix system 3rd edition,sobell mark g,0.9717705654446077,0.9965085336992575
bookbyte / norwest textbooks,080537566X,unix system 5 a practical guide by sobell 3rd edition,sobell mark g,0.9280766480694883,0.999508875092622
the e,0131429019,the art of unix programming,raymond eric s,0.9817995946949345,0.9999820068435437
enjoystudy,0131411551,unix network programming vol 1 the sockets networking api third edition,stevens w richard fenner bill rudoff andrew m stevens richard w,0.9766759766932226,0.9986500879911641
title wave books,0201593882,aix survival guide,siegert andreas,0.9842637781965233,0.99062636119752
frugal media,0201419793,unix for the impatient cdrom version 2nd edition,paul w abrahams bruce r larson,0.9481164415727065,0.9547876745355492
half red house,0201549794,the design and implementation of the 44bsd operating system,mckusick marshall kirk bostic keith karels michael j quarterman john s,0.967523794005691,0.967523794005691
universalathenaeum,0201823764,unix for the impatient 2nd edition,paul w abrahams bruce r larson,0.9606553803975723,0.9979901860075148
jr trading/bookjoint,0201547775,a quarter century of unix addisonwesley unix and open systems series,salus peter h,0.9153153731766417,0.984395573170288
powell's  books,0201633388,unix systems for modern architectures,schimmel curt,0.9257430697715145,0.9070770942674684
brockport college foundation -- books,0201563177,advanced programming in the unix environment,stevens w richard,0.9732963213367918,0.9983824979529192
a2zbooks,0201523744,writing unix device drivers,pajari george,0.9127284799067507,0.9743057483426861
paperbackshop-us,0321423437,moving to free software,gagne marcel,0.9242906149786049,0.9966543537451572
movies with a smile,032142722X,moving to ubuntu linux,gagne marcel,0.9487572044461003,0.9967514697672398
collegebooksdirect.com,0321356403,moving to linux kiss the blue screen of death goodbye,gagne marcel,0.9358603987009935,0.9968189229857968
jr trading/bookjoint,0321219147,linux application development 2nd edition,johnson michael k troan erik w,0.9153153731766417,0.9997580694737433
indoo.com,0131853546,spring into linuxr,valade janet,0.8993434329018792,0.9998125780284464
indoo.com,0672322269,embedded linuxr hardware software and interfacing,hollabaugh craig,0.8993434329018792,0.998103910379452
ecampus.com,0201719754,linux kernel internals,beck michael bohmelt harald dziadzka mirko kunitz ulrich magnus robert,0.9361252860914566,0.8090827987696161
collegebooksdirect.com,0201719347,linux system administration a users guide,gagne marcel,0.9358603987009935,0.8946566825326199
ecampus.com,0201674726,linux and unix shell programming,tansley david,0.9361252860914566,0.9943415945118278
beagle books,0201895498,a practical guide to linux,sobell mark g,0.9717705654446077,0.9999846986860292
gotbooks,0201563452,gnu emacs unix text editing and programming hewlettpackard press series,michael a schoonover john s bowie william r arnold,0.9249149640674366,0.7887783534759836
hippo books,020156324X,kornshell programming tutorial hewlettpackard press series,barry rosenberg,0.9538535148669384,0.9104328416540703
by hand books,0201767910,software engineering and computer games,rucker rudy,0.9336193764367774,0.9986785722007565
a1books,0321399838,essential windows workflow foundation,shukla dharma schmidt bob,0.9107805611839029,0.9996444085092704
a1books,0321440307,the old new thing practical development throughout the evolution of windows,chen raymond,0.9107805611839029,0.9088520176125318
a1books,0321197690,smart client deployment with clickoncetm deploying windows forms applications with clickoncetm,noyes brian,0.9107805611839029,0.9762131387739802
indoo.com,0321194047,understandingnet,chappell david,0.8993434329018792,0.9999683970812895
ecampus.com,0321228480,inside active directory a system administrators guide,kouti sakari seitsonen mika,0.9361252860914566,0.9997856378065654
indoo.com,0321256190,windows system programming,hart johnson m,0.8993434329018792,0.998196687257766
ecampus.com,1578702763,windows server 20032000 terminal server solutions implementing windows terminal services and citrix metaframe presentation server 30,mathers todd w,0.9361252860914566,0.9999743927934944
a1books,0321174038,net compact framework programming with c,yao paul durant david,0.9107805611839029,0.9976112201515834
ecampus.com,0321174046,net compact framework programming with visual basic net,yao paul durant david,0.9361252860914566,0.999239527781248
a1books,0321197887,building solutions with the microsoft net compact framework architecture and best practices for mobile development,fox dan box jon,0.9107805611839029,0.9874196387557496
ecampus.com,0321213343,managing windows with vbscript and wmi,jones don,0.9361252860914566,0.9999987690054771
a1books,0201734117,essential net volume i the common language runtime,box don sells chris,0.9107805611839029,0.9968072884746615
bargainbookstores.com,0201770180,programming in the net environment,damien watkins mark hammond brad abrams,0.9687988940821591,0.9125692812509114
heroic image,0201708523,developing applications with visual studio net,grimes richard,0.9549039804368527,0.9782921239058834
a1books,0201616211,inside active directory a system administratorandaposs guide,kouti sakari seitsonen mika,0.9107805611839029,0.9185646695960417
ecampus.com,0735711925,inside citrix metaframe xp a system administrators guide to citrix metaframe xp18 and windows terminal services,harwood ted,0.9361252860914566,0.9998864037560955
beagle books,0201703106,win32 system programming a windowsr 2000 application developers guide 2nd edition,hart johnson m,0.9717705654446077,0.9939779666130872
a1books,020170238X,debugging windows programs strategies tools and techniques for visual c programmers,mckay everett n woodring mike,0.9107805611839029,0.9414340029849905
thomas e franklin,0201615754,developing applications using outlook 2000 cdo exchange and visual basic,piemonte raffaele jamison scott,0.8203474942959211,0.9737136617936679
indoo.com,0201604426,programming windows security,brown keith,0.8993434329018792,0.9849173173248538
george cross books,0201695898,atl internals,rector brent sells chris,0.9188600927005194,0.9912183598162047
balkanika online,0201379368,essential wininet developing applications using the windows internet api with ras isapi asp com,skonnard aaron,0.9003799674157233,0.9797844876032992
indoo.com,0201325810,designing applications with msmq message queuing for developers,dickman alan,0.8993434329018792,0.9817481857943988
indoo.com,0201633582,mfc programming,feuer alan r,0.8993434329018792,0.8452833066557746
beagle books,0201442345,multithreading applications in win32 the complete guide to threads,beveridge jim wiener robert,0.9717705654446077,0.9349421785699764
govind garg,0201634929,win32 programming addisonwesley advanced windows series,brent e rector joseph m newcomer,0.9431169376221793,0.9839816962842758
>> midwest book company <<,0201407876,the lotus notes idea book,kovel jeff quirk kent gabin jay,0.9769104585259342,0.9559275856851159
books enterprise,0201407213,mfc internals inside the microsoft foundation class architecture,shepherd george wingo scott,0.8740503369775812,0.8740503369775812
a1books,0201608359,dos internals,chappell geoff,0.9107805611839029,0.5854950384995075
gotbooks,0201632187,dos and windows protected mode programming with dos extenders in c the andrew schulman programming series,al williams,0.9249149640674366,0.898059628432666
a2zbooks,0201608375,writing msdos device drivers 2nd,lai robert s,0.9127284799067507,0.9426665882801994
allenac,0321263545,distributed systems concepts and design,coulouris george dollimore jean kindberg tim,0.9823504324189063,0.9995712863757984
ashleyjohnson,032131283X,principles of concurrent and distributed programming 2nd edition prenticehall international series in computer science,benari m,0.947929862047429,0.9953727055496124
economy books,0201796449,distributed computing principles and applications,liu meiling l liu meiling,0.9723914239747516,0.9666705480793941
"reader's corner, inc.",0201730464,developing distributed and ecommerce applications,ince darrel,0.8938575990582572,0.9875286883445437
actinia bookstores,0201619180,distributed systems concepts and design 3rd edition,coulouris dollimore jean kindberg tim coulouris george,0.8816071053242618,0.9147849821292078
collegebooksdirect.com,0201498383,distributed operating systems algorithms,chow randy johnson theodore,0.9358603987009935,0.8958450990565712
the e,0201795256,c network programming systematic reuse with ace and frameworks,schmidt douglas c huston stephen d,0.9817995946949345,0.9964942626903396
quartermelon,0201784726,javatm message service api tutorial and reference messaging for the j2eetm platform,hapner mark burridge rich sharma rahul,0.9282979715073033,0.8296682227147087
the e,0201710374,java network programming and distributed computing,reilly david reilly michael,0.9817995946949345,0.9720777988757586
bookbyte / norwest textbooks,0201711028,programming open service gateways with java embedded server technology by chen,chen kirk gong li,0.9280766480694883,0.9745700074281819
jenson online,0201634465,essential com,box don,0.9692190565686786,0.9692190565686786
david's books,0321227239,troubleshooting linux firewalls,shinn michael shinn scott,0.8868937511491464,0.9998601496587783
a1books,0321194330,how to break software security,whittaker james a thompson herbert h,0.9107805611839029,0.9731429758174535
textbookxdotcom,0321444426,the art of software security assessment identifying and avoiding software vulnerabilities,dowd mark mcdonald john,0.8293554590601047,0.9848498804104207
bookbuyers online,0321304861,the art of software security testing identifying software security flaws symantec press,chris wysopal lucas nelson dino dai zovi elfriede dustin,0.8988280978274786,0.9306234859118658
powell's  books,0321437292,innovation games creating breakthrough,hohmann luke,0.9257430697715145,0.9999438887289834
caiman,0321426428,own your spacekeep data and yourself safe,mccarthy linda,0.8996170885289858,0.9999570598735599
best bargain books,0321349946,scts symantec certified technical specialist small business security study guide,nik alston mike chapple kirk hausman,0.962004199724584,0.979813629306743
ecampus.com,0321320735,cryptography in the database the last line of defense,kenan kevin,0.9361252860914566,0.9998613709752633
ecampus.com,0321349962,extrusion detection security monitoring for internal intrusions,bejtlich richard,0.9361252860914566,0.9999988600600497
a1books,0321369440,how to break web software functional and security testing of web applications and web services,andrews mike whittaker james a,0.9107805611839029,0.9998981197819262
a1books,0321240693,real digital forensics computer security and incident response,jones keith j bejtlich richard rose curtis w,0.9107805611839029,0.9961917429019742
